title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Mentoring: Getting it Right in a Week,Jonathan Gravells,Taylor & Francis,2025,,,98,Relationship Management,mentoring,none,Education,9781040375242,https://play.google.com/store/books/details?id=NkRLEQAAQBAJ&source=gbs_api,"Are you an effective mentor to your colleagues? Is mentoring in your school or college implemented, evaluated and embedded in a professional and sustainable way? Are you maximising the many benefits of good mentoring? This book is for you if you are a busy classroom teacher or school leader. It provides practical advice and helpful strategies in accessible bite-sized chunks that are brief and to the point. The ideas are illustrated with clear examples, showing how you can put your new-found skil",Google Books,2026-08-30
"Workforce Coaching, Mentoring, and Counseling: Emerging Research and Opportunities","Sutha, Jayaranjani",IGI Global,2019,,,237,Relationship Management,coaching|mentoring,none,Business & Economics,9781522592365,https://play.google.com/store/books/details?id=XJGbDwAAQBAJ&source=gbs_api,"In the highly competitive business environment of today, organizations are continually making attempts to stay one step ahead of their competitors by implementing various stratagems to improve their employees’ competencies and capabilities, as human resources are one of their most important assets. By investing in employees’ career development through training, coaching, mentoring, and counseling, the employee will undoubtedly become much more effective. Workforce Coaching, Mentoring, and Counse",Google Books,2026-08-30
Opening Doors to Teamwork & Collaboration,"Judith H. Katz, Frederick A. Miller",Berrett-Koehler Publishers,2013,,,103,Relationship Management,teamwork|collaboration|trust|relationship,none,Business & Economics,9781609948030,https://play.google.com/store/books/details?id=D3co9t-3Q5YC&source=gbs_api,"""Four simple but powerful keys that will help you and your colleagues knock down barriers and create a winning team."" —Ken Blanchard, coauthor of The One Minute Manager® Your people might be your organization's greatest assets, but it's their interactions with one another that determine the quality and the quantity of their contributions—and few organizations know how to generate the sense of excitement, energy, and shared mission that occurs when people truly join together. This book shows how,",Google Books,2026-08-30
Quality Work Environments for Nurse and Patient Safety,Linda McGillis Hall,Jones & Bartlett Learning,2005,,,290,Relationship Management,leadership,none,Business & Economics,9780763728809,http://books.google.com/books?id=nJu2fNDgFhYC&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,"Key areas of concern in nursing work environment, are covered extensively, such as leadership, workload and productivity, all of which are front-page issues in practice, systems, and policy levels.",Google Books,2026-08-30
Interprofessional Education,"Pat Bluteau, Ann Jackson",Bloomsbury Publishing,2009,,,242,Professional Effectiveness,success,none,Medical,9781350311022,https://play.google.com/store/books/details?id=o_pGEAAAQBAJ&source=gbs_api,"This text will demystify interprofessional education, showing readers how theory can be turned into practice. Aimed at those interested in establishing or developing IPE strategies within education and practice settings, it outlines tried and tested approaches, giving a true insight into the successes and outcomes when IPE is implemented.",Google Books,2026-08-30
Opening Doors to Teamwork and Collaboration,"Judith H. Katz, Frederick A. Miller",,2015,,,250,Relationship Management,teamwork|collaboration|trust|relationship,none,,9781458767882,http://books.google.com/books?id=jYIjjwEACAAJ&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,"Your people might be your organization's greatest assets, but their interactions with one another are what determine the quality and the quantity of their contributions. Few organizations know how to generate the sense of excitement, energy, and shared mission that occurs when people truly join together. This book shows how, describing four simple behavioral keys that fundamentally change how people work together - building greater trust, understanding and collaboration. ''This book is filled wi",Google Books,2026-08-30
Team Players and Teamwork,Glenn M. Parker,John Wiley & Sons,2011,,,256,Relationship Management,teamwork|leadership,none,Business & Economics,9781118041178,https://play.google.com/store/books/details?id=eenyo0-gjIsC&source=gbs_api,"Praise for Team Players and Teamwork ""In the new edition of Team Players and Teamwork Glenn Parker updates his landmark compendium on the essential effect of cross-functional teamwork to encompass the added complexities of globalization facing team leaders and team members in the twenty-first century. Anyone participating on or managing members of a cross-functional team will benefit from reading this essential guide to successful teamwork."" -Jeffrey W. Warmke, vice president, global project man",Google Books,2026-08-30
Be Your Best Self: How Personal Effectiveness Can Change Your Life,Shu Chen Hou,KOKOSHUNGSAN®,,,,46,Self-Management,resilience|stress-management|growth-mindset|habits,none,"Body, Mind & Spirit",,https://play.google.com/store/books/details?id=Z3K7EAAAQBAJ&source=gbs_api,"Are you ready to take control of your life and become your best self? If so, then ""Be Your Best Self: How Personal Effectiveness Can Change Your Life"" is the book for you! This book offers practical tips and tools for achieving personal effectiveness in all areas of life, including proactivity, goal-setting, time management, communication and collaboration, stress management, resilience, growth mindset, and continuous learning. By cultivating these traits and qualities, you can improve your rela",Google Books,2026-08-30
Digital Skill Development for Industry 4.0,"P Kaliraj, G Singaravelu, T. Devi",CRC Press,2024,,,267,Thinking & Deciding,critical-thinking|cognitive,none,Education,9781040124833,https://play.google.com/store/books/details?id=MxKNEQAAQBAJ&source=gbs_api,"The Fourth Industrial Revolution, Industry 4.0, is changing the world, and digital transformation technology tools have impacted every walk of life. The nature of work and careers is changing fast – and in the future, the right skills will be prized over academic qualifications. Students must develop various skills, especially technology skills, to become the workforce of the future; the onus of developing these skills falls on educational institutions. The development of innovation and ideation",Google Books,2026-08-30
Team Collaboration,John Pierce,,2012,,,304,Relationship Management,collaboration,none,Microsoft Office,9780735669611,http://books.google.com/books?id=w2ydswEACAAJ&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Making Teamwork Meaningful,"William M. Ferriter, Parry Graham",Solution Tree Press,2012,,,213,Professional Effectiveness,focus|professional-development,none,Education,9781936765317,https://play.google.com/store/books/details?id=DXkXBwAAQBAJ&source=gbs_api,"Focus on developing people—not just improving test scores. The authors examine how staffing decisions can strengthen professional learning communities and explore actions that can help school leaders safeguard their schools against complacency. Collect tips and strategies that every teacher can adopt, and apply the professional development techniques that prove most useful.",Google Books,2026-08-30
Transforming Education,"Miranda Jefferson, Michael Anderson",Bloomsbury Publishing,2021,,,289,Relationship Management,collaboration|leadership,none,Education,9781350130098,https://play.google.com/store/books/details?id=_IEmEAAAQBAJ&source=gbs_api,"Working away from trends in government policy, this book takes a future-oriented re-imagining of schools with a focus on four innate human capacities: collaboration, critical reflection, communication and creativity. Miranda Jefferson and Michael Anderson draw together examples of practice from around the world to provide a reimagining of education. They show how our schools can be sustainably transformed to be places of support, challenge and joy in learning, responsive to students' needs and t",Google Books,2026-08-30
Effective Teamwork,Michael D. Maginn,,1997,,,100,Professional Effectiveness,success|effectiveness,none,Business & Economics,,http://books.google.com/books?id=egJZAAAAYAAJ&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,"This team tactics guide outlines effective and essential skills that demonstrate how employees can directly contribute to overall team success, as well as showing how to identify early warning signs of barriers to team effectiveness",Google Books,2026-08-30
Understanding Teamwork in Health Care,"Gordon Mosser, James W. Begun",McGraw Hill Professional,2014,,,303,Social Awareness,diversity,none,Medical,9780071791953,http://books.google.com/books?id=ecI4AAAAQBAJ&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. The experts agree: Understanding Teamwork in Health Care is a true must-read A Doody's Core Title for 2017! ""This is a much-needed addition to the training curriculum of anyone involved in the healthcare industry."" -- James Townsend, DHSc., MBA, MIS (A. T. Still University) and Doody's Review Service ""Our heal",Google Books,2026-08-30
The moderating role of transformational leadership on team effectiveness in a virtual context,,GRIN Verlag,2022,,,44,Relationship Management,influence|collaboration|leadership|relationship,none,Business & Economics,9783346741226,https://play.google.com/store/books/details?id=R82UEAAAQBAJ&source=gbs_api,"Research Paper (postgraduate) from the year 2021 in the subject Business economics - Business Management, Corporate Governance, grade: 1,7, Johannes Gutenberg University Mainz, language: English, abstract: Globalization, the resulting environmental changes, and the ongoing decentralization of the work process, as well as constantly evolving technologies and the current global pandemic, have significantly driven the formation of virtual teams (VT). Members of VT are geographically separated from ",Google Books,2026-08-30
The potential benefits and difficulties associated with interprofessional collaborative working,Timothy John Whittard,GRIN Verlag,2019,,,18,Relationship Management,collaboration,none,Health & Fitness,9783668936997,https://play.google.com/store/books/details?id=OLaXDwAAQBAJ&source=gbs_api,"Essay from the year 2005 in the subject Health - Miscellaneous, grade: Pass, University of the West of England, Bristol, language: English, abstract: This essay aims to explore different aspects of interprofessional collaboration across healthcare professions, and highlights the benefits and potential difficulties associated with interprofessional working. These topics were discussed extensively within my interprofessional group, and were investigated through enquiry-based learning.",Google Books,2026-08-30
Team Players and Teamwork,Glen M. Parker,,2008,,,0,Relationship Management,teamwork,none,,,http://books.google.com/books?id=6GeD0AEACAAJ&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Learning Communication & Teamwork: Collaboration - Project-Based Learning Gr. 3-8+,"R Gambhir, S Joubert, P Laporte, A McFarland, M Oosten, H Vrooman",Classroom Complete Press,2017,,,21,Relationship Management,teamwork|collaboration,none,Education,9781773444277,https://play.google.com/store/books/details?id=2LgxEAAAQBAJ&source=gbs_api,"**This is the chapter slice ""Collaboration - Project-Based Learning Gr. 3-8+"" from the full lesson plan ""Learning Communication & Teamwork""** Teamwork & effective communication are the essential skills required to find and keep the right jobs. We include practical real-life activities, role-playing scenarios and open-ended strategies to help the next generation become successful leaders and communicators. Learn essential skills on how to communicate with your peers and supervisors. Work together",Google Books,2026-08-30
Collaboration,Toni J. Sullivan,McGraw Hill Professional,1998,,,678,Relationship Management,collaboration,none,Medical,9780070633506,http://books.google.com/books?id=u3_PBgHCX18C&dq=teamwork+collaboration&hl=&as_pt=BOOKS&source=gbs_api,"This book provides a blueprint for effective collaboration and offers a comprehensive, research-based review of the extensive work reported to date in this area. Highlights include theories of collaboration and coalition, guidelines for developing international collaboration, coverage of consumer views, insights into the impact of managed care on the collaboration dynamic, and much more.",Google Books,2026-08-30
Team Consultancy Report. Business Teamwork and Collaboration,,GRIN Verlag,2021,,,16,Relationship Management,teamwork|collaboration,none,Business & Economics,9783346551146,https://play.google.com/store/books/details?id=EBRTEAAAQBAJ&source=gbs_api,"Seminar paper from the year 2021 in the subject Business economics - Miscellaneous, grade: 2,0, Hult International Business School, language: English, abstract: The report research, how global teams can mitigate the challenges and risk that can present itself by operating globally. By developing a framework that highlight some challenges global teams face, it provides solution on how global companies such as Mexta can resolve these issues and be successful. Intercultural differences should not b",Google Books,2026-08-30
Collaborative Convergence and Virtual Teamwork for Organizational Transformation,"Zhao, Jingyuan",IGI Global,2020,,,331,Relationship Management,teamwork|collaboration,none,Business & Economics,9781799848929,https://play.google.com/store/books/details?id=brkIEAAAQBAJ&source=gbs_api,"Virtual teams are work arrangements where team members are geographically dispersed and work interdependently using electronic communication media to accomplish one or more organizational tasks. Over the past several decades, there has been an explosive growth in organizational use of virtual teams to organize work. In the competitive market, virtual teams represent a growing response to the need for faster time to market, low cost, and rapid solutions to complex organizational problems. Organiz",Google Books,2026-08-30
Creating Authentic Relationships with Parents of Young Children,"Carla Solvason, Johanna Cliffe",Taylor & Francis,2022,,,91,Relationship Management,relationship,none,Education,9781000649086,https://play.google.com/store/books/details?id=bXB_EAAAQBAJ&source=gbs_api,"Dealing with parents can be scary and intimidating, especially when you are relatively new to your role, but it can also be hugely rewarding. What do you need to know? Which barriers are you likely to face? Most importantly, how can you nurture a positive and authentic relationship with parents and carers where you genuinely work together for the best interests of the child? Written by authors who have experienced being on both sides of the fence, as educators and as parents, this practical book",Google Books,2026-08-30
The Passion Test,"Janet Bray Attwood, Chris Attwood",Simon and Schuster,2011,,,268,Communication,storytelling,none,Self-Help,9781849838672,http://books.google.com/books?id=wsa1AwAAQBAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,"Accessible to anyone of any faith or background, The Passion Test takes readers on a journey to experience the transformation that occurs when they determine what really matters most to them. Through interactive sections, the book helps the reader to identify their top 5 passions, and provides guidance on how to align their life with those passions. Combining powerful storytelling and profound wisdom from the world's leading experts in self-development, The Passion Testshows practical ways how t",Google Books,2026-08-30
The Relationship-Driven Leader,Karen Bridbord,Agate Publishing,2025,,,167,Professional Effectiveness,productivity|career|performance|focus,none,Business & Economics,9781572848955,https://play.google.com/store/books/details?id=3NIrEQAAQBAJ&source=gbs_api,"Discover the power of relationship-building to enhance your leadership, boost your team’s well-being, and drive organizational success. In today’s dynamic business environment, the success of any organization is deeply rooted in the quality of its internal relationships. In The Relationship-Driven Leader, psychologist and organizational behavior expert Dr. Karen Bridbord offers a revolutionary guide to career success and advancement, regardless of your industry, your company’s size, or your role",Google Books,2026-08-30
Trustbuilding,Rob Corcoran,University of Virginia Press,2010,,,312,Relationship Management,trust,none,Social Science,9780813928814,https://play.google.com/store/books/details?id=hyXgPjYg1ZwC&source=gbs_api,"""Trustbuilding, using personal narrative and exhaustive reporting by Rob Corcoran, chronicles how Hope in the Cities has moved what looked like an immoveable barricade. The job is not done, but Hope in the Cities has provided a map for the future.""—from the foreword by Governor Tim Kaine The national director of Initiatives of Change and founder of Hope in the Cities, Rob Corcoran has been involved in promoting dialogue and conflict reconciliation among diverse and polarized racial, ethnic, and ",Google Books,2026-08-30
Organizational Behavior,"Mary Uhl-Bien, Ronald F. Piccolo, John R. Schermerhorn, Jr.",John Wiley & Sons,2020,,,386,Relationship Management,influence,none,Business & Economics,9781119503774,http://books.google.com/books?id=jXTNDwAAQBAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,"Organizational Behavior is a multidimensional product to allow for student development in knowledge, analysis, synthesis and personal development with pedagogical features designed to bring Organizational Behavior to life. This product reframes the content of organizational behavior to reflect the inherent interdependence of factors that explain human behavior. Traditional OB topics are introduced as part of an integrated framework for answering practically-relevant questions about why people be",Google Books,2026-08-30
"A Life on Fire: Living Your Life with Passion, Balance and Abundance",,"Enlightened Alliances, LLC",,,,116,Uncategorised,,none,,9780977075300,http://books.google.com/books?id=TgDvI6TkmdIC&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Deliberate and Courageous Principal,Rhonda J. Roos,Solution Tree Press,2021,,,244,Relationship Management,leadership|relationship,none,Education,9781952812361,https://play.google.com/store/books/details?id=BQJHEAAAQBAJ&source=gbs_api,"Fully step into your power as a school principal. By delving deep into five essential leadership actions and five essential leadership skills, you will learn how to grow in your role and accomplish incredible outcomes for your students and staff. Author Rhonda J. Roos provides clear direction for establishing a vision, reframing conflict, leaning into the positive, and much more. Study the five essential actions and five essential skills all leaders must adopt to develop successful, high-achievi",Google Books,2026-08-30
Developing Good Working Relationships Between Vice Chancellors and Academic Deans,Christine Sotirin Bakkum,,1999,,,236,Relationship Management,relationship,none,,,http://books.google.com/books?id=gcFnAAAAMAAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Leading Change While Loving People,Yulee Lee,Taylor & Francis,2022,,,125,Relationship Management,leadership|relationship,none,Business & Economics,9781000809862,https://play.google.com/store/books/details?id=NZeSEAAAQBAJ&source=gbs_api,"Filled with stories of successful social change leadership in diverse contexts, this book demonstrates that the best change agents love the people involved most of all. Many people have experienced change trauma under leaders whose agenda was more important than anything—or anyone—else, so it is no wonder that change failure rates are often reported as 40% to 70%. There is another way: change leaders who work to solve some of the world’s toughest problems realize that working with others is nece",Google Books,2026-08-30
"The Big Book of Team Building Games: Trust-Building Activities, Team Spirit Exercises, and Other Fun Things to Do","Edward E. Scannell, John W. Newstrom",McGraw-Hill Education,1997,,,274,Relationship Management,trust,none,Business & Economics,9780070465138,http://books.google.com/books?id=t3n56mQvXFAC&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,"Did you know that games can be a terrifically effective way to build team spirit, communication, and trust among people who work together day in and day out? Now you can spark morale in any work group by choosing from 70 stimulating games and activities specifically designed for the manager who's looking to raise sagging morale in a department, liven up boring staff meetings, enable team members to collaborate smoothly and effectively, and much more!",Google Books,2026-08-30
Building Trust for Better Schools,Julie Reed Kochanek,Corwin,2005,,,150,Relationship Management,leadership|trust-building|trust|relationship,none,Education,,http://books.google.com/books?id=sMYlAQAAIAAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,"""While trust has been shown as a key mechanism for facilitating school improvement, how that can be accomplished is not altogether clear. In this excellent book, Kochanek, through in-depth case studies and sophisticated quantitative analyses of data from a large urban school system, convincingly demonstrates how principal leadership can promote and sustain trust among administrators, teachers, and parents.""-Barbara Schneider, Professor of Sociology University of Chicago ""Kochanek′s book not only",Google Books,2026-08-30
The Architect's Handbook of Professional Practice,David S. Haviland,,1994,,,938,Uncategorised,,none,Architectural practice,,http://books.google.com/books?id=z-9QAAAAYAAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
The Architect's Handbook of Professional Practice,American Institute of Architects,Wiley,2008,,,1048,Professional Effectiveness,success,none,Architecture,9780470009574,http://books.google.com/books?id=Mr0zAQAAIAAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,"Architects must be proficient in a variety of business practices to contribute to, manage, or launch a successful firm. They are responsible for the same kind of legal, financial, marketing, management, and administrative activities as any other professional. Within these broad categories, however, there are many details, including professional standards and documents, that are unique to the profession of architecture.",Google Books,2026-08-30
Trust and Betrayal in the Workplace,"Dennis S. Reina, Michelle L. Reina",,2006,,,247,Relationship Management,trust,none,Interpersonal relations,,http://books.google.com/books?id=Y3W6AQAACAAJ&dq=trust+building+relationships+work&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Trust Works!,"Ken Blanchard, Cynthia Olmstead, Martha Lawrence",Harper Collins,2013,,,93,Relationship Management,leadership|trust|relationship,none,Business & Economics,9780062205995,https://play.google.com/store/books/details?id=0twgG2uJDmsC&source=gbs_api,"New York Times bestselling author and leadership expert Ken Blanchard’s popular TrustWorks! training program is now available in book form! Trust Works!: Four Keys to Building Lasting Relationships is an insightful guide designed to help people navigate one of the most complex issues that affects all areas of our lives: trust. In Trust Works!, Ken Blanchard, Cynthia Olmstead, and Martha Lawrence demonstrate how to get along better with those around us. In today’s polarized society, building trus",Google Books,2026-08-30
The Modern Office Building,Barr Ferree,,1896,,,84,Uncategorised,,none,Office buildings,,https://play.google.com/store/books/details?id=X25BAAAAYAAJ&source=gbs_api,,Google Books,2026-08-30
Indiana Construction Recorder,,,1920,,,1206,Uncategorised,,none,Architectural firms,,https://play.google.com/store/books/details?id=bKE1AQAAMAAJ&source=gbs_api,,Google Books,2026-08-30
Choose Trust,"Stuart Maister, Kevin Vaughan-Smith",Simon and Schuster,2025,,,163,Relationship Management,trust|relationship,none,Business & Economics,9781639368181,https://play.google.com/store/books/details?id=4DsMEQAAQBAJ&source=gbs_api,"A compelling, highly readable guide that reveals how and why building trusting relationships at work offers a competitive edge. Trust is the basis of all relationships—at work and beyond. We naturally want to bond with others with whom we can relate and on whom we can rely—and vice versa. That's why creating meaningful working relationships by trusting and being trustworthy adds value. Whether you're leading a team, building partnerships, selling, or collaborating, it's trust that makes the diff",Google Books,2026-08-30
Galt V. Libbey-Owens-Ford Glass Company,,,1968,,,106,Uncategorised,,none,,,https://play.google.com/store/books/details?id=glbmkoK17v8C&source=gbs_api,,Google Books,2026-08-30
Trust Companies,,,1930,,,908,Relationship Management,trust,none,Trust companies,,https://play.google.com/store/books/details?id=VtyhDQZOtzsC&source=gbs_api,,Google Books,2026-08-30
Transformational Leadership: Igniting Exceptional Performance With Inspiring Service,Wilbur Banks,David Chapple,,,,171,Relationship Management,collaboration|leadership|feedback|trust,none,Business & Economics,,https://play.google.com/store/books/details?id=exRHEQAAQBAJ&source=gbs_api,"Drawing upon the transformative leadership approach, this book unveils methods that inspire and motivate people to achieve exceptional results. By emphasizing the importance of service in leadership, the author showcases how leaders can foster a supportive environment that encourages growth, empowerment, and collaboration. Through real-life examples and compelling stories, the book demonstrates how the application of transformational leadership principles can ignite passion and dedication while ",Google Books,2026-08-30
Sales Mastery: Igniting Your Team's Success through Inspiring Leadership,Columbus Thornton,Mohamed-Ilias Ali,,,,230,Professional Effectiveness,success|achievement,none,Business & Economics,,https://play.google.com/store/books/details?id=zyRGEQAAQBAJ&source=gbs_api,"This insightful and empowering book unlocks the keys to unleashing your team's potential, guiding you on a path towards mastering the art of inspiring and motivating your sales force. With powerful strategies and proven techniques, it equips you with the tools necessary to ignite the spirit and drive of your team, leading them to extraordinary achievements and surpassing every sales goal. Experience the power of innovative leadership as you embark on a path towards mastery, transforming not only",Google Books,2026-08-30
Effective Multicultural Teams: Theory and Practice,"Claire B. Halverson, S. Aqeel Tirmizi",Springer Science & Business Media,2008,,,302,Uncategorised,,none,Business & Economics,9781402069574,https://play.google.com/store/books/details?id=WERRWf0FSI0C&source=gbs_api,"Multicultural and multinational teams have become an important strategic and structural element of organizational work in our globalized world today. These teams are demonstrating their importance from the factory floors to the boardrooms of contemporary organizations. The emergence of multicultural teams is evident across a variety of organizations in the private, public, and civil society sectors. These developments have led to an increasing interest in the theory and practice of multicultural",Google Books,2026-08-30
Transformational Leadership Styles for Global Leaders: Management and Communication Strategies,"Roache, Darcia Ann Marie",IGI Global,2023,,,573,Relationship Management,influence|leadership,none,Business & Economics,9798369313817,https://play.google.com/store/books/details?id=NjfaEAAAQBAJ&source=gbs_api,"The impact of transformational leadership styles, management strategies, and communication for organizational effectiveness and employee performance within organizations cannot be overemphasized. Leadership as a concept has evolved over the years based on situations, practices, and change management approaches in organizations. The evolution of transformational leadership in organizations is imperative to examine in order to motivate and encourage others to collectively support and work to achie",Google Books,2026-08-30
From Skill Gaps to Talent Peaks,Ravindran Chandrasekaran,Notion Press,2025,,,221,Relationship Management,coaching|leadership,none,Business & Economics,9798896994220,https://play.google.com/store/books/details?id=B6JJEQAAQBAJ&source=gbs_api,"BUSINESS LEADERSHIP / PROFESSIONAL DEVELOPMENT In today's relentlessly evolving workplace, organizations and professionals face a critical challenge: transforming skill gaps into sustainable advantages. As traditional approaches fall short, how do you build capabilities that not only meet current demands but anticipate future ones, whether for your organization or your own career growth? From Skill Gaps to Talent Peaks: A Leadership Guide offers an illuminating roadmap for modern leaders navigat",Google Books,2026-08-30
"Perfect Phrases for Building Strong Teams: Hundreds of Ready-to-Use Phrases for Fostering Collaboration, Encouraging Communication, and Growing a",Linda Eve Diamond,McGraw Hill Professional,2007,,,162,Relationship Management,teamwork|collaboration|feedback,none,Business & Economics,9780071594882,https://play.google.com/store/books/details?id=sTDkUsD8Fj4C&source=gbs_api,"The Right Phrase for Every Situation...Every Time Whether you're a project manager, department head, or CEO, you have to choose the perfect words to inspire real teamwork. This quick-reference guide addresses all the issues you could possibly encounter working with a team-offering hundreds of ready-to-use phrases for every situation. From managing interpersonal conflicts to motivating an entire company, you'll find the exact words you need to: Get people to work with, not against each other Use ",Google Books,2026-08-30
Mogul Mindset,"Amelia Green, AI",Publifye AS,2025,,,118,Thinking & Deciding,decision-making|bias|cognitive,none,Business & Economics,9788235209740,https://play.google.com/store/books/details?id=N21LEQAAQBAJ&source=gbs_api,"""""Mogul Mindset"""" explores the cognitive frameworks and adaptive strategies of highly successful business leaders, offering insights into their decision-making processes and leadership styles. The book argues that emulating surface-level behaviors is insufficient; true success lies in understanding and developing the underlying cognitive processes. For example, moguls often exhibit visionary thinking, identifying trends that others miss, and practice calculated risk-taking, balancing ambition wi",Google Books,2026-08-30
Comprehensive Textbook of Nursing Management and Leadership_1e - E-Book,Nipin Kalal,Elsevier Health Sciences,2025,,,692,Relationship Management,leadership,none,Medical,9788131270684,http://books.google.com/books?id=8wRjEQAAQBAJ&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"• The textbook covers all the chapters outlined in the revised curriculum for the BSc Nursing programme.• The content presentation is organized with clear headings, bullet points and charts to enhance accessibilityand understanding.• Diagrams, flowcharts and tables have been used to simplify intricate concepts for effortless reference.• Each chapter aligns with current healthcare regulations, safety guidelines and ethical standards in nursingmanagement and leadership.• The book is beneficial for",Google Books,2026-08-30
"Global Innovation Science Handbook, Chapter 38 - Inspiration for Innovation","Heather McGowan, Ellen Di Resta",McGraw Hill Professional,2014,,,22,Uncategorised,,none,Business & Economics,9780071820486,http://books.google.com/books?id=yCPFAgAAQBAJ&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"A chapter from the Global Innovation Science Handbook, a comprehensive guide to the science, art, tools, and deployment of innovation, brought together by two Editors of the prestigious International Journal of Innovation Science, with ground-breaking contributions from global innovation leaders in every type of industry.",Google Books,2026-08-30
The Power of Evolved Leadership: Inspire Top Performance by Fostering Inclusive Teams,Stephen Young,McGraw Hill Professional,2023,,,291,Professional Effectiveness,performance|success,none,Business & Economics,9781260010848,https://play.google.com/store/books/details?id=IFLYEAAAQBAJ&source=gbs_api,"Do you want to lead like a business professional—or a Neanderthal? This book breaks our millennia-old leadership mold to provide the skills for real, lasting success in today’s business world For too long, humans have been following others based largely on that person’s sense of physical strength, appearance and dominance. It’s a model that dates back to the Neanderthals and which, incredibly, we continue to apply—consciously or not. The Power of Evolved Leadership establishes a new standard for",Google Books,2026-08-30
Ironwill 360° Leadership,Douglas P. Pflug,CRC Press,2025,,,298,Relationship Management,influence|coaching|leadership|trust,none,Business & Economics,9781040429204,https://play.google.com/store/books/details?id=ZHOCEQAAQBAJ&source=gbs_api,"THE BLUEPRINT FOR EXTRAORDINARY LEADERSHIP IS IN YOUR HANDS—ARE YOU READY TO RISE? The world doesn’t need more managers. It needs bold, resilient, high-impact leaders—the kind who don’t just climb the ranks but transform the teams and organizations they lead. In IRONWILL 360° Leadership: A Blueprint for Level 5 Unicorn Leadership, Douglas P. Pflug delivers a game plan for leaders who refuse to settle for average. This isn’t another leadership theory book filled with fluff and clichés. This is a ",Google Books,2026-08-30
Communicating in Groups and Teams,"Gay Lumsden, Donald Lumsden",Cengage Learning,2004,,,436,Relationship Management,influence|teamwork,none,Communication in organizations,9780534515461,http://books.google.com/books?id=fXbbQa_EdR8C&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,"Offers skills and information designed to enhance your success in groups and teams. You'll learn how to facilitate positive group and team experiences and how, in truly successful teams, every member also takes on the roles of facilitator, contributor, participant, and leader. Just as important, you'll discover how diversity contributes to quality teamwork. The authors give you the tools you need to appreciate different points of view and understand how factors such as gender and culture influen",Google Books,2026-08-30
Great Motivation Secrets of Great Leaders,John Baldoni,McGraw Hill Professional,2005,,,267,Self-Management,motivation,none,Business & Economics,9780071466165,https://play.google.com/store/books/details?id=s4qKAwAAQBAJ&source=gbs_api,"How the world's most successful leaders inspire their people to get things done Great Motivation Secrets of Great Leaders explores the leadership styles of many of the world's most influential leaders in business, the military, sports, and politics and extracts powerful lessons that managers can put to work in their organizations. Drawing upon his years of experience as a leadership consultant, visionary, and coach, John Baldoni, author of the highly successful Great Communication Secrets of Gre",Google Books,2026-08-30
Project and Program Excellence,Thomas Pavelko,CRC Press,2021,,,310,Professional Effectiveness,performance|success,none,Business & Economics,9781000523546,https://play.google.com/store/books/details?id=1ONDEAAAQBAJ&source=gbs_api,"This book provides insight, measures, and tools to manage a program or project to be first place amongst its competitors and similar efforts. Providing breakthrough insight by showing how to understand and use team member motivation, it gives leadership and team members the tools to be first place. It shows program and project managers how to motivate a team to perform better than its competitors while bringing great satisfaction and tailored growth to the team individuals. Highlights include: S",Google Books,2026-08-30
The Psychological Challenges of Remote Working,"Naval Garg, Freda Van Der Walt, John Burgess",Frontiers Media SA,2023,,,137,Thinking & Deciding,logic,none,Science,9782832527184,http://books.google.com/books?id=SLfHEAAAQBAJ&dq=inspiring+motivating+teams&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
