title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
Feeling Jealous!,Kay Barnham,6-8,children_nonfiction,"children,educators",Self-Management,"jealousy,emotions",Free Spirit Publishing,9781631982521,"Lucy is very good at helping those around her. She helps one friend feel less jealous of a sibling's later bedtime, and shows another how to deal with jealousy of a classmate who has the latest toy. Then comes Lucy's turn to feel jealous. Will she remember her own advice about overcoming jealousy?",https://books.google.com/books/content?id=K2DtAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982521
Feeling Sad!,Kay Barnham,6-8,children_nonfiction,"children,educators",Self-Management,"sadness,emotions",Free Spirit Publishing,9781526300720,"This lovely picturebook story tells the story of a small child helping others who are feeling sad. Illustrating scenarios of why children become frightened will help readers to identify their feelings and work out the best way to deal with this emotion. Ideal for home or classroom, this book contains notes for parents and teachers with suggestions of ways to help children deal with this feeling.…",https://books.google.com/books/content?id=dYSCuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781526300720
Feeling Shy!,Kay Barnham,6-8,children_nonfiction,"children,educators",Self-Management,"anxiety,social-skills",Free Spirit Publishing,9781526300799,"This lovely picturebook story tells the story of a small child helping others who feel shy, before finding themselves in a situation that makes them feel shy too. Illustrating scenarios of why children become frightened will help readers to identify their feelings and work out the best way to deal with this emotion. Ideal for home or classroom, this book contains notes for parents and teachers…",https://books.google.com/books/content?id=Zt_-jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781526300799
Feeling Worried!,Kay Barnham,6-8,children_nonfiction,"children,educators",Self-Management,"anxiety,stress",Free Spirit Publishing,9781631982552,"Ava is there to help her friends and her little brother with their worries, showing them how to talk it out, ask for support, and face new challenges. When she faces a visit to the dentist, though, Ava feels what it's like to be worried herself. Will she take her own advice and help herself not worry?",https://books.google.com/books/content?id=iFvnAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982552
Get Unstuck from Disappointment,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"disappointment,resilience,growth-mindset",Free Spirit Publishing,9781631986154,"""Disappointment can happen when things don't turn out the way you thought or hoped that they would. This book helps kids recognize disappointment and offers suggestions for healthy ways to deal with it""--",https://books.google.com/books/content?id=eyGVzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631986154
Say Hi When You're Shy,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"anxiety,social-skills,confidence",Free Spirit Publishing,9781631985690,"""This picture book helps children overcome their shyness with manageable strategies, such as preparing ahead of time for events they feel shy about, so they can learn to be more confident and comfortable around other children, as well as adults""--",https://books.google.com/books/content?id=DUlqzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631985690
Take Charge of Anger,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"anger,impulse-control",Free Spirit Publishing,9781445166070,"When things don't go right. When it's not fair. When someone doesn't do what they promised they would. Losing or breaking something, being scared or hurt. Not understanding or being able to make something work. Any of these things can trigger anger in children. In response, they may scream, shout, or lash out. This book helps children learn how to deal with their anger. It explains how and why we…",https://books.google.com/books/content?id=LYDJuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445166070
Step Back from Frustration,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"frustration,impulse-control,anger",Free Spirit Publishing,9781445166223,,https://books.google.com/books/content?id=wWGyzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445166223
Turn Away from Teasing,Gill Hasson,6-9,children_nonfiction,"children,educators",Social-Awareness,"bullying,resilience,self-esteem",Free Spirit Publishing,9781631985287,"""Kids need supportive advice for dealing with teasing -- or for knowing when they should stop teasing someone else. This book shares practical tools with kids to help them turn away from teasing. Additional activities are included at the back of the book""--",https://books.google.com/books/content?id=65P6yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631985287
Face Your Fears,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"fear,anxiety,courage",Free Spirit Publishing,9781445166094,"Being scared or afraid is a feeling that everyone has. Sometimes the things that scare children are real; things like spiders and snakes, thunder and lightning. Sometimes the things children get scared about are not real; things like monsters. They're not real but the fear of them is real. Face Your Fears understands how and why children get scared. It helps children learn to manage and overcome…",https://books.google.com/books/content?id=xULPwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445166094
Let Go of Jealousy,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"jealousy,emotions,conflict",Free Spirit Publishing,9781445166162,"Description It's not always easy for a child to know when they're jealous; sometimes they may have felt sad and upset or cross and angry and not know why. But when a child thinks it's not fair that someone else has got something they want or can do something that they can't, or when they envy what someone else has or can do, then they're experiencing jealousy. Jealousy can bring all sorts of…",https://books.google.com/books/content?id=rt2NzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445166162
Put Your Worries Away,Gill Hasson,6-9,children_nonfiction,"children,educators",Self-Management,"anxiety,resilience",Free Spirit Publishing,9781445166049,"Description Bullying and burglars. Being laughed at and being left alone. Accidents, illness, family break-up and moving home. Tests at school, changing school. And monsters under the bed. This book helps children learn how to deal with real and imagined worries. It explains what worry is and where it comes from. It explains how and why worries make people think and feel the way they do. Put Your…",https://books.google.com/books/content?id=Dkz3uwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445166049
Middle School Confidential 1: Be Confident in Who You Are,Annie Fox,9-12,children_fiction,"children,educators",Self-Awareness,"confidence,self-esteem,identity",Free Spirit Publishing,9781575423395,A graphic novel guide for middle schoolers navigating the tricky social terrain of early adolescence. Real kids share their stories about building self-confidence and handling peer pressure.,https://covers.openlibrary.org/b/isbn/9781575423395-M.jpg,4.1,,,,,https://www.amazon.com/s?k=9781575423395
Middle School Confidential 2: Real Friends vs. the Other Kind,Annie Fox,9-12,children_fiction,"children,educators",Relationship-Skills,"friendship,social-skills,bullying",Free Spirit Publishing,9781575423401,"A graphic novel that helps tweens understand what real friendship looks like versus toxic relationships — cliques, frenemies, and social drama — with advice from real middle schoolers.",https://covers.openlibrary.org/b/isbn/9781575423401-M.jpg,4.2,,,,,https://www.amazon.com/s?k=9781575423401
Middle School Confidential 3: What's Up with My Family?,Annie Fox,9-12,children_fiction,"children,educators",Relationship-Skills,"conflict,communication,divorce",Free Spirit Publishing,9781575423906,"The third book in the Middle School Confidential graphic novel series tackles family dynamics — divorce, blended families, sibling conflict, and communicating with parents — with empathy and humor.",https://covers.openlibrary.org/b/isbn/9781575423906-M.jpg,4.0,,,,,https://www.amazon.com/s?k=9781575423906
Zach Makes Mistakes,William Mulcahy,6-8,children_fiction,"children,educators",Self-Management,"perfectionism,resilience,growth-mindset",Free Spirit Publishing,9781631981111,"For Zach, a class field trip to the museum is about more than cool exhibits—it’s about learning from mistakes and dealing with feeling embarrassed. First he forgets to wear his field trip shirt, then he forgets the rule about not touching displays. His teacher helps him see that everyone makes mistakes—and how to use them to grow and develop a growth mindset. Using an easy-to-remember tool, the…",https://books.google.com/books/content?id=B4AKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631981111
Zach Hangs In There,William Mulcahy,6-8,children_fiction,"children,educators",Self-Management,"resilience,growth-mindset",Free Spirit Publishing,9781631989865,"Picture book that teaches kids how to persevere when things get difficult through positive self-talk. Zach has set a goal for himself—to get across the tricky trapeze rings on the playground. Every time he tries, he falls off before making it to the end. But with encouragement from his best friend Sonya and positive self-talk, Zach uses a four-step approach to persevere to the end: Start with a…",https://books.google.com/books/content?id=xOEeEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631989865
Zach Stands Up,William Mulcahy,6-8,children_fiction,"children,educators",Social-Awareness,"bullying,confidence,courage",Free Spirit Publishing,9781631989995,"Zach learns how to be an upstander and finds his courage using his stand-up-to-bullying STAR. When Zach sees his friend Sonya being bullied at school, he doesn't know what to do or how to be an upstander. The kids who are being mean are popular—it's scary to think about getting involved. After talking with his brother and remembering what his teacher taught the class about bullying prevention,…",https://books.google.com/books/content?id=wuIeEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631989995
Zach Apologizes,William Mulcahy,6-8,children_fiction,"children,educators",Responsible-Decision-Making,"responsibility,communication,conflict",Free Spirit Publishing,9781575426709,"When Zach shoves his little brother to the floor, he knows he did something wrong. Even so, it’s hard to apologize. Like any seven-year-old, Zach tries to ignore the problem, but finally, with his mom’s help, he learns how to make an apology in four steps: say what you did name how it made the other person feel say what you could have done instead make it up to the person. Zach Apologizes teaches…",https://books.google.com/books/content?id=eKFNMb-AlZgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575426709
Jamie Is Jamie: A Book About Being Yourself and Playing Your Way,Afsaneh Moradian,6-8,children_fiction,"children,educators",Self-Awareness,"identity,self-acceptance,diversity",Free Spirit Publishing,9781631983016,"Jamie loves to play with both ""boy"" toys and ""girl"" toys. When a new friend questions Jamie's choices, the class learns that being yourself is always the best way to play.",https://covers.openlibrary.org/b/isbn/9781631983016-M.jpg,4.5,,,,,https://www.amazon.com/s?k=9781631983016
Violet the Snowgirl: A Story of Loss and Healing,Lisa Walsh,6-8,children_fiction,"children,educators",Self-Management,"grief,loss,resilience",Free Spirit Publishing,9781631985195,"This versatile story gives children permission to grieve and helps them develop positive coping skills. When third grader Jerzie wakes up the day after her birthday, she feels grumpy. Her birthday cheer is gone, and she knows today is going to be nothing but boring—until she hears a knock at her door. Grandma’s here! Grandma, Jerzie, and her little brother, Josiah, spend all day outside building…",https://books.google.com/books/content?id=CHYsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631985195
Y Is for Yet: A Growth Mindset Alphabet,Shannon Anderson,6-9,children_nonfiction,"children,educators",Self-Management,"growth-mindset,resilience",Free Spirit Publishing,9781631985270,"Kids learn how to adopt a growth mindset through the familiar structure of the ABCs. Mistakes aren’t just mistakes. They’re growth spurts. Developing a growth mindset—a belief that learning is a process that requires dedication and hard work, not just talent—helps kids learn from their mistakes, build resilience, and strive to be a little better every day. Not your typical alphabet book, Y Is for…",https://books.google.com/books/content?id=rgcWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631985270
Mindset Power: A Kid's Guide to Growing Better Every Day,Shannon Anderson,8-12,children_nonfiction,"children,educators",Self-Management,"growth-mindset,resilience,confidence",Free Spirit Publishing,9781631984983,"Positive, practical, you-can-do-it advice to help kids of all abilities achieve their goals and build a growth mindset. Everyone faces challenges—obstacles to overcome, exciting goals to meet—and it’s easy to get stuck on the negatives. Mindset Power shows kids how to change the way they think about their challenges so they can grow from them, feel better about themselves, and get better at the…",https://books.google.com/books/content?id=ADA9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631984983
F Is for Feelings,Goldie Millar & Lisa A. Berger,6-8,children_nonfiction,"children,educators",Self-Awareness,"emotions,emotional-literacy",Free Spirit Publishing,9781575424767,"""This alphabet book teaches young children about feelings and the idea that all emotions are natural and important. Colorful illustrations accompany the text. A section in the back provides tips and activities for parents, teachers, and caregivers to reinforce the book's themes and lessons""--",https://books.google.com/books/content?id=8vz9oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575424767
Sometimes When I'm Sad,Deborah Serani,6-8,children_fiction,"children,educators",Self-Management,"sadness,emotions,resilience",Free Spirit Publishing,9781631983849,"A sensitive and supportive story to help young children recognize and cope with sadness. “Now when I get sad, I still cry sometimes. I still hide sometimes. But only for a little while. Because now I know ways to feel better.” Sadness can be an overwhelming emotion, especially for young children. But it’s important to know when sadness can be overcome, and when it’s indicative of a greater…",https://books.google.com/books/content?id=8moPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631983849
I'm Happy-Sad Today: Making Sense of Mixed-Together Feelings,Lory Britain,6-8,children_fiction,"children,educators",Self-Awareness,"emotions,emotional-literacy",Free Spirit Publishing,9781631983078,"This friendly picture book helps young children make sense of mixed-up emotions. Happy, and also sad. Excited, but nervous too. Feeling friendly, with a little shyness mixed in. Mixed feelings are natural, but they can be confusing. There are different kinds of happy—the quiet kind and the “noisy, giggly, jump and run” kind. And there are conflicting feelings, like proud and jealous, frustrated…",https://books.google.com/books/content?id=WqfsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631983078
Just Because I Am: A Child's Book of Affirmation,Lauren Murphy Payne,6-8,children_nonfiction,"children,educators",Self-Awareness,"self-esteem,self-acceptance,confidence",Free Spirit Publishing,9781631980534,"Young children need support and encouragement as they learn to value themselves and recognize their own worth—“not because of the things I do, not because of what I look like, not because of what I have . . . just because I am.” This book of sweet, simple affirmations for children helps them respect their bodies, acknowledge their own needs, and name their feelings. Just Because I Am invites…",https://books.google.com/books/content?id=fQpxCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631980534
"I'm Like You, You're Like Me",Cindy Gainer,6-8,children_nonfiction,"children,educators",Social-Awareness,"diversity,inclusion,empathy",Free Spirit Publishing,9781575425535,"“It’s fun to find ways I’m like you and you’re like me. It’s fun to find ways we’re different.” In this colorful, inviting book, kids from preschool to lower elementary learn about diversity in terms they can understand: hair that’s straight or curly, families with many people or few, bodies that are big or small. With its wide-ranging examples and fun, highly detailed art, I’m Like You, You’re…",https://books.google.com/books/content?id=1lUdBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,1,,,,https://www.amazon.com/s?k=9781575425535
What On Earth Do You Do When Someone Dies?,Trevor Romain,6-9,children_nonfiction,"children,educators",Self-Management,"grief,loss",Free Spirit Publishing,9798765922583,"Help kids understand what death means and how to cope when they’ve lost a special person. What on Earth Do You Do When Someone Dies? speaks directly to kids about what death means and how to cope. The book explores the questions kids have about death—Why? How? What next? Is it my fault? What’s a funeral?—in basic, straightforward terms. Also described and discussed are the overwhelming emotions…",https://books.google.com/books/content?id=UmvFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798765922583
The Survival Guide for Kids with Behavior Challenges,Thomas McIntyre,8-12,children_nonfiction,"children,educators",Responsible-Decision-Making,"choices,impulse-control,responsibility",Free Spirit Publishing,9781575425542,"Many kids and teens have challenges when it comes to behavior. In this revised edition of his time-tested book, Thomas McIntyre provides up-to-date information, practical strategies, and sound advice to help kids learn to make smarter choices, make and keep friends, get along with teachers, take responsibility for their actions, work toward positive change, and enjoy the results of their better…",https://books.google.com/books/content?id=sVUdBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575425542
My Body Belongs to Me: A Book About Body Safety,Jill Starishevsky,6-8,children_nonfiction,"children,educators",Responsible-Decision-Making,"body-safety,confidence",Free Spirit Publishing,9798330921874,Acclaimed book helps adults teach kids about body boundaries and getting help to stay safe,https://books.google.com/books/content?id=xxin0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798330921874
Sometimes When I'm Worried,Deborah Serani,6-8,children_fiction,"children,educators",Self-Management,"anxiety,emotions",Free Spirit Publishing,9781631987380,"Children learn practical strategies for coping with worry and anxiety. Gentle, supportive, and straightforward, Sometimes When I’m Worried describes a child’s experience with worry and the many ways it can surface, as well as how her sister and their two dads help her cope with the feeling. “Sometimes when I’m worried, my tummy feels funny. I get hot and sweaty. My legs jiggle like jelly.” Along…",https://books.google.com/books/content?id=p6vAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631987380
Sometimes When I'm Bored,Deborah Serani,6-8,children_fiction,"children,educators",Self-Awareness,"emotions,mindfulness",Free Spirit Publishing,9781631986963,"A sensitive and supportive story to help children learn practical strategies for coping with boredom and loneliness. “Momma, I’m bored.” Sometimes When I’m Bored addresses a common complaint from children: boredom and loneliness. Along with the main character, children learn how to recognize boredom and see the opportunities it might present. “Well, what a wonderful thing to be! When you're…",https://books.google.com/books/content?id=13CCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631986963
Sometimes When I'm Mad,Deborah Serani,6-8,children_fiction,"children,educators",Self-Management,"anger,impulse-control",Free Spirit Publishing,9781631986109,"Help young children recognize difficult feelings and learn anger management techniques. Award-winning author and psychologist Dr. Deborah Serani and illustrator Kyra Teis team up again for a companion to Sometimes When I’m Sad that tackles the difficult feeling of anger. Anger is often an overwhelming emotion for children. Using gentle and straightforward language, Sometimes When I'm Mad…",https://books.google.com/books/content?id=oZ9OEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,1,,,,https://www.amazon.com/s?k=9781631986109
I Want to Win,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"impulse-control,cooperation,conflict",Free Spirit Publishing,9781445151991,"A gentle picture book that examines the issues of competitiveness, frustration, patience and resilience in a reassuring way - perfect for young children who struggle with always needing to win. The story offers a way in to talk about our frustrations and how we can manage them, reinforcing good behaviour. At the end of the story, there are notes for parents and teachers with suggestions of ways…",https://books.google.com/books/content?id=fRCbtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445151991
Take a Deep Breath,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"anger,mindfulness,emotions",Free Spirit Publishing,9781445138954,"A series that introduces young children to different emotions and aspects of behaviour, through a fictional story appropriate for the age group.",https://books.google.com/books/content?id=K266oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445138954
But What If?,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"anxiety,fear",Free Spirit Publishing,9781445138930,"Daisy is moving to a new house and a new school. She is worried. What if she doesn't like her new neighbours or teacher? What if her cat runs away? Can Grandpa help her feel less worried? This series introduces young children to different aspects of our emotions and behaviour. A fictional story is backed up by suggestions for activities and ideas to talk about, while a wordless storyboard…",https://books.google.com/books/content?id=tWTboQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445138930
I Don't Want to Wait,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"impulse-control,frustration",Free Spirit Publishing,9781445165523,"A gentle picture book that examines the issue of patience in a reassuring way - perfect for young children who struggle with waiting their turn. The story offers a way in to talk about our frustrations and how we can manage them, reinforcing good behaviour. At the end of the story, there are notes for parents and teachers with suggestions of ways to help children deal with the big emotions they…",https://books.google.com/books/content?id=2JdGtgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445165523
Who Feels Scared?,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"fear,anxiety",Free Spirit Publishing,9781575423746,This reassuring book shows children that they can cope with their fears and be brave.,https://books.google.com/books/content?id=ImaXuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575423746
I Don't Want to Play Nicely,Sue Graves,6-8,children_fiction,"children,educators",Relationship-Skills,"social-skills,cooperation,conflict",Free Spirit Publishing,9781445152011,"A gentle picture book that examines the issues of selfishness, aggression and kindness in a reassuring way - perfect for young children who struggle with aggressive behaviour. The story offers a way in to talk about how our actions can make others feel and how we can make that better, reinforcing good behaviour. At the end of the story, there are notes for parents and teachers with suggestions of…",https://books.google.com/books/content?id=YLuItAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445152011
Why Should I?,Sue Graves,6-8,children_fiction,"children,educators",Responsible-Decision-Making,"responsibility,choices",Free Spirit Publishing,9781445165653,"A gentle picture book that examines the issue of respect in a reassuring way - perfect for young children who struggle with respecting possessions, or other people's space or opinions. The story offers a way in to talk about what respect is and why it is important, reinforcing good behaviour. At the end of the story, there are notes for parents and teachers with suggestions of ways to help…",https://books.google.com/books/content?id=UvostgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445165653
I'm Not Happy,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"sadness,emotions",Free Spirit Publishing,9781575423739,"Originally published: London; Sydney Australia: Franklin Watts, 2011.",https://books.google.com/books/content?id=eBqbuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575423739
I Hate Everything!,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"anger,emotions,impulse-control",Free Spirit Publishing,9781575424439,"With the help of his aunt, Sam learns new ways to deal with his anger and feel better. Includes discussion questions and ideas for guiding children to talk about their feelings.",https://books.google.com/books/content?id=RXJSmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575424439
But Why Can't I?,Sue Graves,6-8,children_fiction,"children,educators",Self-Management,"impulse-control,responsibility",Free Spirit Publishing,9781445101552,"A series that introduces young children to different emotions and aspects of behaviour, through a fictional story appropriate for the age group.",https://books.google.com/books/content?id=YZLGSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445101552
"Not Fair, Won't Share",Sue Graves,6-8,children_fiction,"children,educators",Relationship-Skills,"sharing,conflict,cooperation",Free Spirit Publishing,9781445158464,"Miss Clover has made a space station. Posy, Ben and Alfie must take turns to play with it. But Posy doesn't want to share, and everyone gets cross. Can the children learn to enjoy it together? This series introduces young children to different aspects of our emotions and behaviour. A fictional story is backed up by suggestions for activities and ideas to talk about, while a wordless storyboard…",https://books.google.com/books/content?id=ogpVDgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781445158464
I Didn't Do It!,Sue Graves,6-8,children_fiction,"children,educators",Responsible-Decision-Making,"honesty,responsibility",Free Spirit Publishing,9781575424453,"Join Poppy and her friends as they learn that everyone does something wrong sometimes, and it's always better to tell the truth.",https://books.google.com/books/content?id=eTqVmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575424453
I Know Happy,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Awareness,"emotions,emotional-literacy",Free Spirit Publishing,9798885540605,"Children learn to recognize and understand the feelings of happiness, excitement, and pride. A young feelings detective looks for clues, both physical and emotional, to identify happiness, excitement, and pride in themselves and in others. The child uses a special notebook to draw their feelings and identify how they feel. By noticing the clues, the feelings detective knows their sister is…",https://books.google.com/books/content?id=9IT0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540605
I Know Mad,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Management,"anger,emotions,emotional-literacy",Free Spirit Publishing,9798885540629,"Children learn to recognize and cope with feeling mad, frustrated, and jealous. A young feelings detective looks for clues, both physical and emotional, to identify anger, frustration, and jealousy in themselves and in others. The child uses a special notebook to draw their feelings and identify how they feel. By noticing the clues, the feelings detective is able to find a new plan to overcome…",https://books.google.com/books/content?id=fh8MEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540629
I Know Sad,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Management,"sadness,emotions,emotional-literacy",Free Spirit Publishing,9798885540568,"Children learn to recognize and cope with feeling sad, lonely, or disappointed. A young feelings detective looks for clues, both physical and emotional, to identify sadness, loneliness, and disappointment in themselves and in others. The child uses a special notebook to draw their feelings and identify how they feel. By noticing the clues, the feelings detective also helps a friend who feels…",https://books.google.com/books/content?id=dL3lEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540568
I Know Scared,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Management,"fear,anxiety,emotional-literacy",Free Spirit Publishing,9798885540698,"Teach children to recognize fear, worry, and surprise In I Know Scared, a young feelings detective looks for clues to identify fear, worry or anxiety, and surprise in herself and others. The girl feels scared when the power goes out during a storm, worried when she fears a tree will fall, and surprised when she opens her birthday present. By noticing the clues in her own body—a fast-beating…",https://books.google.com/books/content?id=6tdxEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540698
I Know Silly,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Awareness,"emotions,emotional-literacy,self-acceptance",Free Spirit Publishing,9798885540650,"Teach Children to Recognize Silliness, Shyness, and Embarrassment In I Know Silly, a young feelings detective looks for clues to identify silliness, shyness, and embarrassment in himself and others. The boy feels silly when he plays with his siblings at a restaurant, shy when the server comes to take his order, and embarrassed when he spills his glass of water. By noticing the clues in his own…",https://books.google.com/books/content?id=NFE4EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540650
I Know Curious,Lindsay N. Giroux,6-8,children_nonfiction,"children,educators",Self-Awareness,"emotions,emotional-literacy,growth-mindset",Free Spirit Publishing,9798885540704,"A boy uses body clues to identify feelings like curiosity, boredom, and confusion, learning what to do when feelings are overwhelming. Part of the We Find Feelings Clues series.",https://books.google.com/books/content?id=s3ca0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9798885540704
Jamie and Bubbie: A Book About People's Pronouns,Afsaneh Moradian,6-9,children_fiction,"children,educators",Self-Awareness,"identity,inclusion,diversity",Free Spirit Publishing,9781631985454,"Jamie teaches respectful use of personal pronouns in this lighthearted, multigenerational story. Jamie is excited to spend the day walking around the neighborhood with great-grandma Bubbie. They meet so many friends and neighbors throughout the dayalong the way . . . but Jamie has to correct Bubbie when she incorrectly assumes Ms. Wallace is a he and their server is a she. “You can’t always know…",https://books.google.com/books/content?id=WXYsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631985454
