title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Growth Mindset: A Practical Guide,Nikki Willis,Bloomsbury Publishing,2019,,,97,Self-Management,resilience|motivation|growth-mindset,none,Education,9781472955074,https://play.google.com/store/books/details?id=YJODDwAAQBAJ&source=gbs_api,"The advantages of primary pupils developing and adopting a growth mindset (a phrase first coined by Carol Dweck) have been widely discussed in education establishments and many teachers are aware of its benefits. A practical implementation of growth mindset theories is to understand which learning behaviours are the most effective; resilience, self-motivation and determination are key learning behaviours that, when developed well in a child, will support a lifetime of learning. Primary children ",Google Books,2026-08-30
The Growth Mindset Coach,"Annie Brock, Heather Hundley",Simon and Schuster,2016,,,150,Self-Management,resilience|growth-mindset|grit,none,Education,9781612436265,https://play.google.com/store/books/details?id=2eb5DAAAQBAJ&source=gbs_api,"Empower learning through grit and resilience—with this easy-to-follow teacher's guide to growth mindset strategies. Created by teachers for teachers, this is the ultimate guide for unleashing students' potential through creative lessons, empowering messages, and innovative teaching. The Growth Mindset Coach provides all you need to foster a growth mindset classroom, including: A Month-by-Month Program Research-Based Activities Hands-On Lesson Plans Real-Life Educator Stories Constructive Feedbac",Google Books,2026-08-30
"The Growth Mindset Coach, Second Edition","Annie Brock, Heather Hundley",UlyssesPress+ORM,2025,,,195,Self-Management,resilience|growth-mindset|grit,none,Education,9781646048243,https://play.google.com/store/books/details?id=ptQnEQAAQBAJ&source=gbs_api,"Bring growth mindset strategies into the classroom with the newly updated version of this best-selling, easy-to-follow guide for teachers to empower learning through grit and resilience.The teacher-favorite The Growth Mindset Coach returns in a fully updated second edition, featuring fresh strategies, research, and resources to help unleash students' potential through innovative lessons, empowering messages, and cutting-edge teaching techniques. This new edition expands its focus to address the ",Google Books,2026-08-30
In Other Words: Phrases for Growth Mindset,"Annie Brock, Heather Hundley",Simon and Schuster,2018,,,84,Self-Management,growth-mindset,none,Education,9781612438146,https://play.google.com/store/books/details?id=TMk6DwAAQBAJ&source=gbs_api,"Learn how to effectively bring growth mindset into your community and classroom by choosing impactful language. From the authors of the bestselling The Growth Mindset Coach, this handy companion is a must-have if you want to empower students through purposeful praise and feedback. Here are the key strategies, helpful tips and go-to phrases for helping students transition thoughts, words and actions into the growth-mindset zone. Designed for ease of use and packed with over a hundred specific exa",Google Books,2026-08-30
Cultivating Growth Mindset,Barbara Strong,,2021,,,110,Professional Effectiveness,performance|success,none,,9798728312468,http://books.google.com/books?id=BB9bzgEACAAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Some people have no idea how to cope with failure. Others have pretty good abilities for dealing with failure. But there is also the third group of people, the ones who love failure. Well, the best way to not be discouraged by failure is to not even think you're failing, but rather that you're learning. Entering the world of two different mindsets, the most important question you have to ask yourself is the following: If you had to choose, what would your priority be - loads of success and valid",Google Books,2026-08-30
Cultivating a Growth Mindset in Students,"Jacob Williams, Ph.D.","National Professional Resources, Inc.",2018,,,6,Self-Management,growth-mindset,none,Education,9781938539985,http://books.google.com/books?id=qVVyDwAAQBAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,Why do some highly capable students not excel in school while others achieve great success? Why do some individuals consistently exert effort when faced with challenges while others give up? And what can teachers do to help ensure all learners work hard and meet their full potential? The answer comes down to mindset. This quick-reference laminated guide looks at the two mindset types identified by Carol Dweck (2006): fixed mindset and growth mindset. It reviews the characteristics of each mindse,Google Books,2026-08-30
"Promoting Belonging, Growth Mindset, and Resilience to Foster Student Success","Amy Baldwin, Bryce D. Bunting, Doug Daugherty, Latoya Lewis, Timothy A. Steenbergh",First-Year Experience and Students in Transition University of South Carolina,2019,,,,Self-Management,resilience|growth-mindset,none,Academic achievement,9781942072379,http://books.google.com/books?id=7tABwgEACAAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"""This book aims to deepen the conversation about the noncognitive factors that significantly impact student success. Not just a book about how to support the development of learning mindsets such as belonging, growth mindset, and resilience in students, it will also include strategies for college personnel to consider as they create initiatives, programs, and assessments to develop these noncognitive factors""--",Google Books,2026-08-30
Mindsets for Parents,"Mary Cay Ricci, Margaret Lee",Taylor & Francis,2023,,,141,Self-Management,growth-mindset,none,Family & Relationships,9781003816843,https://play.google.com/store/books/details?id=nmPiEAAAQBAJ&source=gbs_api,"All parents want their children to be successful, but success is not just about giving your kids praise or setting them on the right direction. Research shows that success is often dependent on mindset. That’s where the updated edition of Mindsets for Parents comes in! Designed to provide a roadmap for developing a growth mindset home environment, this book’s conversational style and real-world examples make the popular mindsets topic approachable and engaging. It includes tools for informally a",Google Books,2026-08-30
Growth Mindset Lessons,"Shirley Clarke, Katherine Muncaster",Hachette UK,2017,,,291,Self-Management,growth-mindset,none,Social Science,9781471899133,http://books.google.com/books?id=JCCWDwAAQBAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Practising teacher and mindset expert Katherine Muncaster has combined with best-selling author Shirley Clarke to produce this 'must-have' handbook for anyone looking to embed a growth mindset culture across their primary school. With practical strategies, lesson plans and extensive examples and realia in full colour, this comprehensive resource takes the concept of growth mindset and turns it into a powerful reality. · A comprehensive and practical scheme of work which will develop a powerful l",Google Books,2026-08-30
Growth Mindset Pocketbook,"Barry Hymer, Mike Gershon",Management Pocketbooks,2014,,,132,Self-Management,growth-mindset,none,Education,9781908284723,https://play.google.com/store/books/details?id=_pr_BgAAQBAJ&source=gbs_api,People with fixed mindsets believe that fundamental qualities like intelligence are essentially stable; people with growth mindsets believe that such qualities can be developed and nurtured. Research shows that learners with growth mindsets are more: open to challenges and constructively critical feedback; resilient in the face of obstacles and failure; convinced that effort makes a difference; able to learn well with and from others; likely to succeed. If we can foster growth mindsets in our pu,Google Books,2026-08-30
Loneliness Among Youth and Young Adults,"Viviana Horigian, Jessica Hemberg, Renae Schmidt",Frontiers Media SA,2026,,,131,Self-Management,anxiety,none,Medical,9782832582022,http://books.google.com/books?id=5rPtEQAAQBAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Research has highlighted the increasing prevalence of loneliness and lack of social connectedness, specifically among adolescents and young adults. Growing attention has focused on its links to mental health conditions and other health outcomes, including increased mortality risk. The COVID-19 pandemic heightened awareness of these issues, bringing particular concern to younger generations, who emerged as the loneliest group. As the expanding loneliness crisis intersected with the opioid overdos",Google Books,2026-08-30
A 12-Minute Summary of Mindset,Bolo,,2015,,,34,Professional Effectiveness,success|achievement,none,,9781680305784,http://books.google.com/books?id=ZkkgjgEACAAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"We value your time, so we keep it short and concise. Mindset is Dr. Carol Dweck's New Psychology of Success. She examines the two mindsets, the Fixed Mindset and the Growth Mindset. Dweck explains how the growth mindset can magically improve and change your life, how it can help you attain the success you crave. Do you want to reach the success you are craving for but don't know how? Well, your courage is your first step; once you have that, everything will go your way. All you have to do is gra",Google Books,2026-08-30
The Growth Mindset Playbook,"Annie Brock, Heather Hundley",Simon and Schuster,2017,,,167,Self-Management,growth-mindset,none,Education,9781612436944,https://play.google.com/store/books/details?id=Nm0qDwAAQBAJ&source=gbs_api,"Discover effective and accessible tools for transforming your classroom and inspiring your students with this easy-to-use guide. Students who harness the power of growth mindset can succeed beyond their wildest imagination. The key is having a growth-mindset teacher who provides support, guidance, and encouragement. Packed with research-based teaching methods, this approachable guide for applying the growth mindset offers: • Tips for overcoming challenges • Strategies for inspiring students • Id",Google Books,2026-08-30
Doubting the efficacy of the growth mindset. A literature review,Fabio Zander,GRIN Verlag,2017,,,32,Self-Management,growth-mindset,none,Psychology,9783668452008,https://play.google.com/store/books/details?id=kYklDwAAQBAJ&source=gbs_api,"Literature Review from the year 2017 in the subject Psychology - Social Psychology, grade: 1,7, Lund University (Department of Psychology), language: English, abstract: The concept of the growth mindset has become better known over the last years and is presented as an important key factor determining failure and success (Dweck, 2006). This paper evaluates the current research on Dweck’s mindset theory as well as its scientific foundation. The main goal of this paper is to critically review the ",Google Books,2026-08-30
"Growth Mindset: The Proven Strategies for Unlocking the Secrets to Success, Overcoming Fear, Developing Self Discipline, Emotional Intelligence, and Self Confidence to Achieve",Eric Holt,Eric Holt,2023,,,79,Self-Management,motivation|growth-mindset|self-discipline|grit,goleman,Self-Help,9781835121818,https://play.google.com/store/books/details?id=kSnNEAAAQBAJ&source=gbs_api,"Unlock Your True Potential with Growth Mindset – Proven Strategies to Achieve Success, Overcome Fear, and Develop Self-Discipline Are self-limiting beliefs holding you back from reaching your full potential? Are you tired of feeling stuck and lacking progress in your life? Discover the power of a growth mindset and transform your life by overcoming fear, developing self-discipline, boosting emotional intelligence, and building unwavering self-confidence. In Growth Mindset, Eric Holt provides a c",Google Books,2026-08-30
Talk to Your Brain,"Veronica Colley, Clarissa Johnson",,2019,,,164,Relationship Management,conflict-resolution|teamwork|feedback|relationship,none,,9781077493087,http://books.google.com/books?id=b1AoxwEACAAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,"""Your brain is the most amazing thing, it listens to what you say ..."" Positive self-talk and a Growth Mindset are incredibly powerful tools for lifelong learning. This thoughtfully written teaching resource will walk you through everything you need to bring the language of successful life-long learners into your classroom. Through the daily repetition in these 10 minute micro lessons your children will learn to use positive self-talk to be able to better handle any situation. When things got ha",Google Books,2026-08-30
Challenging Mindset,"James Nottingham, Bosse Larsson",Corwin Press,2018,,,225,Self-Management,growth-mindset,none,Education,9781506376639,http://books.google.com/books?id=1VhiDwAAQBAJ&dq=growth+mindset&hl=&as_pt=BOOKS&source=gbs_api,Create the right conditions for a growth mindset to flourish in your school and your students Mindset doesn’t matter when things are easy; it is only when faced with challenges that working from a growth mindset influences learning. But what is a ‘growth mindset’? Why are mindset interventions not working in schools (yet)? What can be done to change this? Challenging Mindset answers key questions about Carol Dweck’s theory of Mindset and shares proven strategies for putting mindset theory into p,Google Books,2026-08-30
